1,安徽,0
2,会计学,1
3,财务管理,1
4,审计学,1
5,其他管理学类,1
6,财政学,1
7,金融学,1
8,统计学,1
9,其他经济学类,1
10,法学,1
11,计算机类,1
12,其他理工类,1
13,中文,1
14,其他专业,1
21,北京,0
22,会计学,21
23,财务管理,21
24,审计学,21
25,其他管理学类,21
26,财政学,21
27,金融学,21
28,统计学,21
29,其他经济学类,21
210,法学,21
211,计算机类,21
212,其他理工类,21
213,中文,21
214,其他专业,21
31,福建,0
32,会计学,31
33,财务管理,31
34,审计学,31
35,其他管理学类,31
36,财政学,31
37,金融学,31
38,统计学,31
39,其他经济学类,31
310,法学,31
311,计算机类,31
312,其他理工类,31
313,中文,31
314,其他专业,31
41,甘肃,0
42,会计学,41
43,财务管理,41
44,审计学,41
45,其他管理学类,41
46,财政学,41
47,金融学,41
48,统计学,41
49,其他经济学类,41
410,法学,41
411,计算机类,41
412,其他理工类,41
413,中文,41
414,其他专业,41
51,广东,0
52,会计学,51
53,财务管理,51
54,审计学,51
55,其他管理学类,51
56,财政学,51
57,金融学,51
58,统计学,51
59,其他经济学类,51
510,法学,51
511,计算机类,51
512,其他理工类,51
513,中文,51
514,其他专业,51
61,广西,0
62,会计学,61
63,财务管理,61
64,审计学,61
65,其他管理学类,61
66,财政学,61
67,金融学,61
68,统计学,61
69,其他经济学类,61
610,法学,61
611,计算机类,61
612,其他理工类,61
613,中文,61
614,其他专业,61
71,贵州,0
72,会计学,71
73,财务管理,71
74,审计学,71
75,其他管理学类,71
76,财政学,71
77,金融学,71
78,统计学,71
79,其他经济学类,71
710,法学,71
711,计算机类,71
712,其他理工类,71
713,中文,71
714,其他专业,71
81,海南,0
82,会计学,81
83,财务管理,81
84,审计学,81
85,其他管理学类,81
86,财政学,81
87,金融学,81
88,统计学,81
89,其他经济学类,81
810,法学,81
811,计算机类,81
812,其他理工类,81
813,中文,81
814,其他专业,81
91,河北,0
92,会计学,91
93,财务管理,91
94,审计学,91
95,其他管理学类,91
96,财政学,91
97,金融学,91
98,统计学,91
99,其他经济学类,91
910,法学,91
911,计算机类,91
912,其他理工类,91
913,中文,91
914,其他专业,91
101,河南,0
102,会计学,101
103,财务管理,101
104,审计学,101
105,其他管理学类,101
106,财政学,101
107,金融学,101
108,统计学,101
109,其他经济学类,101
1010,法学,101
1011,计算机类,101
1012,其他理工类,101
1013,中文,101
1014,其他专业,101
111,黑龙江,0
112,会计学,111
113,财务管理,111
114,审计学,111
115,其他管理学类,111
116,财政学,111
117,金融学,111
118,统计学,111
119,其他经济学类,111
1110,法学,111
1111,计算机类,111
1112,其他理工类,111
1113,中文,111
1114,其他专业,111
121,湖北,0
122,会计学,121
123,财务管理,121
124,审计学,121
125,其他管理学类,121
126,财政学,121
127,金融学,121
128,统计学,121
129,其他经济学类,121
1210,法学,121
1211,计算机类,121
1212,其他理工类,121
1213,中文,121
1214,其他专业,121
131,湖南,0
132,会计学,131
133,财务管理,131
134,审计学,131
135,其他管理学类,131
136,财政学,131
137,金融学,131
138,统计学,131
139,其他经济学类,131
1310,法学,131
1311,计算机类,131
1312,其他理工类,131
1313,中文,131
1314,其他专业,131
141,吉林,0
142,会计学,141
143,财务管理,141
144,审计学,141
145,其他管理学类,141
146,财政学,141
147,金融学,141
148,统计学,141
149,其他经济学类,141
1410,法学,141
1411,计算机类,141
1412,其他理工类,141
1413,中文,141
1414,其他专业,141
151,江苏,0
152,会计学,151
153,财务管理,151
154,审计学,151
155,其他管理学类,151
156,财政学,151
157,金融学,151
158,统计学,151
159,其他经济学类,151
1510,法学,151
1511,计算机类,151
1512,其他理工类,151
1513,中文,151
1514,其他专业,151
161,江西,0
162,会计学,161
163,财务管理,161
164,审计学,161
165,其他管理学类,161
166,财政学,161
167,金融学,161
168,统计学,161
169,其他经济学类,161
1610,法学,161
1611,计算机类,161
1612,其他理工类,161
1613,中文,161
1614,其他专业,161
171,辽宁,0
172,会计学,171
173,财务管理,171
174,审计学,171
175,其他管理学类,171
176,财政学,171
177,金融学,171
178,统计学,171
179,其他经济学类,171
1710,法学,171
1711,计算机类,171
1712,其他理工类,171
1713,中文,171
1714,其他专业,171
181,内蒙古,0
182,会计学,181
183,财务管理,181
184,审计学,181
185,其他管理学类,181
186,财政学,181
187,金融学,181
188,统计学,181
189,其他经济学类,181
1810,法学,181
1811,计算机类,181
1812,其他理工类,181
1813,中文,181
1814,其他专业,181
191,宁夏,0
192,会计学,191
193,财务管理,191
194,审计学,191
195,其他管理学类,191
196,财政学,191
197,金融学,191
198,统计学,191
199,其他经济学类,191
1910,法学,191
1911,计算机类,191
1912,其他理工类,191
1913,中文,191
1914,其他专业,191
201,青海,0
202,会计学,201
203,财务管理,201
204,审计学,201
205,其他管理学类,201
206,财政学,201
207,金融学,201
208,统计学,201
209,其他经济学类,201
2010,法学,201
2011,计算机类,201
2012,其他理工类,201
2013,中文,201
2014,其他专业,201
211,山东,0
212,会计学,211
213,财务管理,211
214,审计学,211
215,其他管理学类,211
216,财政学,211
217,金融学,211
218,统计学,211
219,其他经济学类,211
2110,法学,211
2111,计算机类,211
2112,其他理工类,211
2113,中文,211
2114,其他专业,211
221,山西,0
222,会计学,221
223,财务管理,221
224,审计学,221
225,其他管理学类,221
226,财政学,221
227,金融学,221
228,统计学,221
229,其他经济学类,221
2210,法学,221
2211,计算机类,221
2212,其他理工类,221
2213,中文,221
2214,其他专业,221
231,陕西,0
232,会计学,231
233,财务管理,231
234,审计学,231
235,其他管理学类,231
236,财政学,231
237,金融学,231
238,统计学,231
239,其他经济学类,231
2310,法学,231
2311,计算机类,231
2312,其他理工类,231
2313,中文,231
2314,其他专业,231
241,上海,0
242,会计学,241
243,财务管理,241
244,审计学,241
245,其他管理学类,241
246,财政学,241
247,金融学,241
248,统计学,241
249,其他经济学类,241
2410,法学,241
2411,计算机类,241
2412,其他理工类,241
2413,中文,241
2414,其他专业,241
251,四川,0
252,会计学,251
253,财务管理,251
254,审计学,251
255,其他管理学类,251
256,财政学,251
257,金融学,251
258,统计学,251
259,其他经济学类,251
2510,法学,251
2511,计算机类,251
2512,其他理工类,251
2513,中文,251
2514,其他专业,251
261,天津,0
262,会计学,261
263,财务管理,261
264,审计学,261
265,其他管理学类,261
266,财政学,261
267,金融学,261
268,统计学,261
269,其他经济学类,261
2610,法学,261
2611,计算机类,261
2612,其他理工类,261
2613,中文,261
2614,其他专业,261
271,西藏,0
272,会计学,271
273,财务管理,271
274,审计学,271
275,其他管理学类,271
276,财政学,271
277,金融学,271
278,统计学,271
279,其他经济学类,271
2710,法学,271
2711,计算机类,271
2712,其他理工类,271
2713,中文,271
2714,其他专业,271
281,新疆,0
282,会计学,281
283,财务管理,281
284,审计学,281
285,其他管理学类,281
286,财政学,281
287,金融学,281
288,统计学,281
289,其他经济学类,281
2810,法学,281
2811,计算机类,281
2812,其他理工类,281
2813,中文,281
2814,其他专业,281
291,云南,0
292,会计学,291
293,财务管理,291
294,审计学,291
295,其他管理学类,291
296,财政学,291
297,金融学,291
298,统计学,291
299,其他经济学类,291
2910,法学,291
2911,计算机类,291
2912,其他理工类,291
2913,中文,291
2914,其他专业,291
301,浙江,0
302,会计学,301
303,财务管理,301
304,审计学,301
305,其他管理学类,301
306,财政学,301
307,金融学,301
308,统计学,301
309,其他经济学类,301
3010,法学,301
3011,计算机类,301
3012,其他理工类,301
3013,中文,301
3014,其他专业,301
311,重庆,0
312,会计学,311
313,财务管理,311
314,审计学,311
315,其他管理学类,311
316,财政学,311
317,金融学,311
318,统计学,311
319,其他经济学类,311
3110,法学,311
3111,计算机类,311
3112,其他理工类,311
3113,中文,311
3114,其他专业,311
